Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN1618,Startup_1618,HealthTech,Kolkata,2016,Series B,31732000,SoftBank,Closed,2264,0,2,0
IN1619,Startup_1619,LogisticsTech,Mumbai,2021,Series A,8716000,Nexus Venture,Closed,2684,0,1,0
IN1620,Startup_1620,EdTech,Jaipur,2014,Seed,47956000,SoftBank,Closed,3592,0,5,0
IN1621,Startup_1621,EdTech,Jaipur,2021,Grant,7044000,Government Grant,Closed,2798,0,2,0
IN1622,Startup_1622,FinTech,Kolkata,2023,Series C,56250000,Elevation Capital,Active,1381,39779000,0,0
IN1623,Startup_1623,FoodTech,Pune,2013,Seed,36628000,Elevation Capital,Active,2972,8460000,10,0
IN1624,Startup_1624,FoodTech,Kolkata,2016,Pre-Seed,4328000,Nexus Venture,Closed,2261,0,3,0
IN1625,Startup_1625,TravelTech,Chennai,2016,Series C,3831000,Accel Partners,Merged,3979,0,2,0
IN1626,Startup_1626,HRTech,Ahmedabad,2013,Bootstrapped,373000,Government Grant,Closed,3998,0,9,0
IN1627,Startup_1627,HRTech,Noida,2016,Bootstrapped,386000,Y Combinator,Active,809,186000,7,0
IN1628,Startup_1628,EdTech,Hyderabad,2015,Bootstrapped,5752000,Sequoia Capital India,Acquired,2847,0,8,0
IN1629,Startup_1629,FoodTech,Noida,2023,Pre-Seed,4069000,Bootstrapped,Merged,3539,0,1,0
IN1630,Startup_1630,E-Commerce,Noida,2012,Pre-Seed,3645000,Nexus Venture,Closed,3378,0,1,0
IN1631,Startup_1631,FoodTech,Pune,2015,Series D+,48285000,Nexus Venture,Closed,3655,0,1,0
IN1632,Startup_1632,AgriTech,Ahmedabad,2021,Series C,6508000,SAIF Partners,Closed,4485,0,2,0
IN1633,Startup_1633,LogisticsTech,Chennai,2022,Series A,51427000,Kalaari Capital,Acquired,2883,0,1,0
IN1634,Startup_1634,AgriTech,Pune,2011,Seed,12586000,Blume Ventures,Closed,1527,0,7,0
IN1635,Startup_1635,E-Commerce,Pune,2023,Grant,8873000,500 Startups,Closed,2963,0,1,0
IN1636,Startup_1636,HealthTech,Chennai,2010,Seed,28154000,SAIF Partners,Closed,4593,0,5,0
IN1637,Startup_1637,TravelTech,Jaipur,2012,Bootstrapped,351000,Accel Partners,Closed,743,0,10,0
IN1638,Startup_1638,LogisticsTech,Pune,2012,Series D+,23926000,500 Startups,Closed,3157,0,2,0
IN1639,Startup_1639,SaaS,Noida,2019,Seed,15854000,Y Combinator,Closed,336,0,2,0
IN1640,Startup_1640,TravelTech,Delhi NCR,2020,Series C,10179000,Angel Network,Active,1795,2382000,3,0
IN1641,Startup_1641,E-Commerce,Ahmedabad,2020,Series B,32929000,Sequoia Capital India,Closed,3960,0,2,0
IN1642,Startup_1642,LogisticsTech,Jaipur,2018,Series B,50905000,Elevation Capital,Closed,3275,0,5,0
IN1643,Startup_1643,LogisticsTech,Pune,2021,Series D+,15961000,Kalaari Capital,Acquired,2988,0,1,0
IN1644,Startup_1644,AgriTech,Jaipur,2015,Seed,5466000,Y Combinator,Merged,2024,0,3,0
IN1645,Startup_1645,EdTech,Jaipur,2021,Grant,856000,Y Combinator,Closed,4950,0,1,0
IN1646,Startup_1646,AgriTech,Jaipur,2023,Series B,23013000,Sequoia Capital India,Closed,3772,0,2,0
IN1647,Startup_1647,FoodTech,Noida,2016,Seed,8691000,SAIF Partners,Merged,3675,0,5,0
IN1648,Startup_1648,FinTech,Chennai,2017,Series A,42852000,Angel Network,Active,2263,20454000,6,0
IN1649,Startup_1649,FinTech,Noida,2017,Bootstrapped,11316000,Matrix Partners,Closed,1764,0,6,0
IN1650,Startup_1650,FoodTech,Pune,2018,Series C,28557000,500 Startups,Closed,4163,0,4,0
IN1651,Startup_1651,HealthTech,Jaipur,2020,Series D+,87389000,Sequoia Capital India,Acquired,2937,0,3,0
IN1652,Startup_1652,EdTech,Mumbai,2019,Seed,58484000,Angel Network,Closed,1596,0,2,0
IN1653,Startup_1653,HRTech,Delhi NCR,2023,Series A,32516000,Angel Network,Active,980,9717000,0,0
IN1654,Startup_1654,EdTech,Kolkata,2019,Bootstrapped,3063000,Blume Ventures,Acquired,1136,0,3,0
IN1655,Startup_1655,HealthTech,Mumbai,2014,Series D+,38903000,Nexus Venture,Closed,4095,0,2,0
IN1656,Startup_1656,HealthTech,Pune,2016,Series B,88712000,Bootstrapped,Closed,670,0,3,0
IN1657,Startup_1657,FoodTech,Mumbai,2018,Series C,30367000,SAIF Partners,Active,486,17067000,5,0
IN1658,Startup_1658,EdTech,Delhi NCR,2010,Pre-Seed,3090000,Sequoia Capital India,Active,4655,1460000,13,0
IN1659,Startup_1659,EdTech,Delhi NCR,2013,Grant,1763000,Kalaari Capital,Closed,796,0,3,0
IN1660,Startup_1660,HRTech,Chennai,2019,Series A,24752000,500 Startups,Acquired,1456,0,2,0
IN1661,Startup_1661,FoodTech,Bengaluru,2019,Pre-Seed,4443000,Government Grant,Acquired,987,0,3,0
IN1662,Startup_1662,SaaS,Mumbai,2015,Series A,11842000,Accel Partners,Closed,4078,0,4,0
IN1663,Startup_1663,HRTech,Delhi NCR,2019,Series D+,32508000,SAIF Partners,Merged,3187,0,4,0
IN1664,Startup_1664,EdTech,Jaipur,2011,Series D+,11482000,Y Combinator,Closed,4022,0,4,0
IN1665,Startup_1665,LogisticsTech,Bengaluru,2015,Pre-Seed,5528000,Government Grant,Acquired,4844,0,2,0
IN1666,Startup_1666,TravelTech,Mumbai,2020,Series D+,25379000,Angel Network,Acquired,4359,0,3,0
IN1667,Startup_1667,LogisticsTech,Jaipur,2020,Series B,8301000,Government Grant,Closed,1624,0,2,0
IN1668,Startup_1668,LogisticsTech,Kolkata,2016,Bootstrapped,162000,Accel Partners,Active,2635,76000,7,0
IN1669,Startup_1669,HRTech,Kolkata,2014,Grant,2700000,Government Grant,Merged,453,0,9,0
IN1670,Startup_1670,FinTech,Hyderabad,2011,Series C,89868000,Elevation Capital,Acquired,4448,0,3,0
IN1671,Startup_1671,AgriTech,Bengaluru,2018,Pre-Seed,1219000,SoftBank,Active,2883,942000,5,0
IN1672,Startup_1672,FinTech,Kolkata,2021,Series A,81895000,Sequoia Capital India,Closed,1759,0,1,0
IN1673,Startup_1673,FoodTech,Delhi NCR,2013,Series D+,10300000,SoftBank,Active,4680,5462000,10,0
IN1674,Startup_1674,FinTech,Bengaluru,2016,Series B,14402000,Nexus Venture,Acquired,40,0,2,0
IN1675,Startup_1675,AgriTech,Delhi NCR,2016,Series B,33528000,Sequoia Capital India,Closed,1279,0,2,0
IN1676,Startup_1676,HRTech,Hyderabad,2019,Series C,14857000,Elevation Capital,Acquired,2539,0,2,0
IN1677,Startup_1677,SaaS,Kolkata,2021,Pre-Seed,2904000,Nexus Venture,Closed,1554,0,2,0
IN1678,Startup_1678,SaaS,Noida,2010,Bootstrapped,5373000,Tiger Global,Active,1828,553000,13,0
IN1679,Startup_1679,EdTech,Mumbai,2012,Grant,4305000,Tiger Global,Active,2103,3300000,11,0
IN1680,Startup_1680,LogisticsTech,Pune,2018,Series C,34292000,Accel Partners,Closed,980,0,4,0
IN1681,Startup_1681,E-Commerce,Mumbai,2018,Grant,5720000,Sequoia Capital India,Closed,3843,0,4,0
IN1682,Startup_1682,EdTech,Mumbai,2013,Pre-Seed,1492000,Government Grant,Acquired,554,0,4,0
IN1683,Startup_1683,LogisticsTech,Noida,2015,Grant,2663000,Government Grant,Closed,338,0,4,0
IN1684,Startup_1684,E-Commerce,Chennai,2010,Pre-Seed,3781000,Nexus Venture,Merged,1439,0,6,0
IN1685,Startup_1685,FoodTech,Hyderabad,2020,Pre-Seed,778000,Nexus Venture,Closed,4143,0,1,0
IN1686,Startup_1686,E-Commerce,Delhi NCR,2020,Series B,79441000,Sequoia Capital India,Closed,3610,0,1,0
IN1687,Startup_1687,E-Commerce,Noida,2018,Series C,16113000,Kalaari Capital,Closed,466,0,1,0
IN1688,Startup_1688,EdTech,Kolkata,2018,Pre-Seed,1376000,500 Startups,Closed,2637,0,3,0
IN1689,Startup_1689,FinTech,Delhi NCR,2011,Series B,909000,Sequoia Capital India,Active,3176,570000,12,0
IN1690,Startup_1690,EdTech,Hyderabad,2022,Pre-Seed,610000,Bootstrapped,Closed,3904,0,2,0
IN1691,Startup_1691,SaaS,Noida,2016,Grant,1675000,Blume Ventures,Acquired,2050,0,3,0
IN1692,Startup_1692,FoodTech,Ahmedabad,2012,Grant,1810000,Tiger Global,Closed,2351,0,11,0
IN1693,Startup_1693,HealthTech,Kolkata,2014,Series A,2178000,Government Grant,Closed,2458,0,3,0
IN1694,Startup_1694,FinTech,Ahmedabad,2016,Series B,15440000,Bootstrapped,Merged,2893,0,2,0
IN1695,Startup_1695,LogisticsTech,Kolkata,2016,Grant,2674000,Matrix Partners,Closed,3799,0,3,0
IN1696,Startup_1696,AgriTech,Chennai,2020,Bootstrapped,2124000,SoftBank,Closed,1779,0,3,0
IN1697,Startup_1697,E-Commerce,Noida,2013,Series D+,60483000,Government Grant,Acquired,3346,0,6,0
IN1698,Startup_1698,SaaS,Hyderabad,2016,Series A,38067000,Blume Ventures,Closed,2462,0,7,0
IN1699,Startup_1699,HRTech,Kolkata,2010,Series B,19354000,Tiger Global,Closed,3150,0,9,0
IN1700,Startup_1700,LogisticsTech,Delhi NCR,2017,Pre-Seed,2328000,Bootstrapped,Closed,1413,0,3,0
IN1701,Startup_1701,HRTech,Delhi NCR,2020,Bootstrapped,2805000,Tiger Global,Closed,3371,0,2,0
IN1702,Startup_1702,FoodTech,Hyderabad,2023,Series A,24411000,Elevation Capital,Closed,4348,0,1,0
IN1703,Startup_1703,EdTech,Mumbai,2011,Pre-Seed,6901000,Sequoia Capital India,Active,2717,4758000,12,0
IN1704,Startup_1704,AgriTech,Chennai,2013,Series A,12372000,Accel Partners,Merged,2975,0,10,0
IN1705,Startup_1705,AgriTech,Noida,2023,Grant,2817000,Nexus Venture,Closed,2486,0,1,0
IN1706,Startup_1706,TravelTech,Delhi NCR,2012,Series A,24001000,Elevation Capital,Closed,3358,0,3,0
IN1707,Startup_1707,TravelTech,Jaipur,2020,Grant,1273000,Y Combinator,Closed,2045,0,1,0
IN1708,Startup_1708,HealthTech,Ahmedabad,2011,Pre-Seed,3447000,Matrix Partners,Closed,3908,0,3,0
IN1709,Startup_1709,FinTech,Noida,2021,Series D+,70394000,Tiger Global,Acquired,3666,0,1,0
IN1710,Startup_1710,FoodTech,Noida,2015,Series D+,44342000,Accel Partners,Merged,1453,0,3,0
IN1711,Startup_1711,HRTech,Pune,2020,Bootstrapped,397000,500 Startups,Acquired,1616,0,3,0
IN1712,Startup_1712,AgriTech,Pune,2021,Seed,39344000,Blume Ventures,Closed,132,0,2,0
IN1713,Startup_1713,HealthTech,Chennai,2023,Series C,25438000,SAIF Partners,Closed,194,0,2,0
IN1714,Startup_1714,AgriTech,Delhi NCR,2010,Series B,10598000,Matrix Partners,Closed,2766,0,1,0
IN1715,Startup_1715,SaaS,Ahmedabad,2020,Seed,2341000,Y Combinator,Closed,89,0,3,0
IN1716,Startup_1716,HRTech,Bengaluru,2014,Bootstrapped,1651000,Matrix Partners,Closed,296,0,5,0
IN1717,Startup_1717,LogisticsTech,Chennai,2015,Bootstrapped,2066000,Kalaari Capital,Closed,2144,0,4,0
IN1718,Startup_1718,FoodTech,Pune,2014,Seed,45951000,Accel Partners,Acquired,2612,0,9,0
IN1719,Startup_1719,EdTech,Bengaluru,2022,Series A,8743000,Accel Partners,Acquired,1452,0,2,0
IN1720,Startup_1720,EdTech,Delhi NCR,2019,Series B,69122000,Sequoia Capital India,Closed,112,0,3,0
IN1721,Startup_1721,HRTech,Mumbai,2012,Grant,1165000,Bootstrapped,Closed,868,0,10,0
IN1722,Startup_1722,EdTech,Bengaluru,2021,Series A,59736000,Accel Partners,Closed,1522,0,1,0
IN1723,Startup_1723,EdTech,Bengaluru,2016,Series B,57415000,Matrix Partners,Closed,2626,0,6,0
IN1724,Startup_1724,TravelTech,Hyderabad,2017,Series B,22339000,Angel Network,Closed,1526,0,4,0
IN1725,Startup_1725,SaaS,Noida,2023,Pre-Seed,3560000,Accel Partners,Closed,1442,0,1,0
IN1726,Startup_1726,SaaS,Delhi NCR,2018,Series B,49245000,Accel Partners,Closed,1543,0,2,0
IN1727,Startup_1727,AgriTech,Hyderabad,2012,Bootstrapped,2373000,Elevation Capital,Closed,3379,0,9,0
IN1728,Startup_1728,SaaS,Hyderabad,2016,Series C,51521000,SAIF Partners,Acquired,59,0,6,0
IN1729,Startup_1729,SaaS,Pune,2022,Series A,4535000,Kalaari Capital,Active,496,2335000,1,0
IN1730,Startup_1730,LogisticsTech,Mumbai,2020,Grant,4471000,Accel Partners,Active,2610,2196000,3,0
IN1731,Startup_1731,AgriTech,Noida,2020,Seed,29113000,Kalaari Capital,Closed,3694,0,2,0
IN1732,Startup_1732,FoodTech,Chennai,2017,Series C,15777000,Angel Network,Closed,1560,0,2,0
IN1733,Startup_1733,HRTech,Delhi NCR,2010,Series D+,30811000,Kalaari Capital,Closed,3305,0,8,0
IN1734,Startup_1734,FoodTech,Ahmedabad,2012,Series A,19370000,Sequoia Capital India,Closed,1144,0,6,0
IN1735,Startup_1735,LogisticsTech,Delhi NCR,2016,Series D+,47524000,Bootstrapped,Active,1417,7760000,7,0
IN1736,Startup_1736,HealthTech,Hyderabad,2011,Pre-Seed,1375000,Kalaari Capital,Closed,1622,0,1,0
IN1737,Startup_1737,FoodTech,Kolkata,2012,Series C,42713000,Nexus Venture,Acquired,1867,0,4,0
IN1738,Startup_1738,FoodTech,Noida,2021,Grant,4737000,Tiger Global,Closed,3994,0,1,0
IN1739,Startup_1739,AgriTech,Mumbai,2011,Series D+,24352000,Tiger Global,Closed,1928,0,9,0
IN1740,Startup_1740,FoodTech,Hyderabad,2016,Grant,1550000,Tiger Global,Active,2775,810000,7,0
IN1741,Startup_1741,HRTech,Kolkata,2019,Seed,18584000,Kalaari Capital,Closed,3060,0,2,0
IN1742,Startup_1742,AgriTech,Noida,2017,Seed,14863000,SoftBank,Active,1717,11273000,6,0
IN1743,Startup_1743,E-Commerce,Chennai,2020,Grant,6123000,Elevation Capital,Closed,2714,0,3,0
IN1744,Startup_1744,E-Commerce,Delhi NCR,2015,Series B,67189000,Y Combinator,Closed,2042,0,8,0
IN1745,Startup_1745,HRTech,Ahmedabad,2010,Series D+,3436000,Government Grant,Closed,1217,0,10,0
IN1746,Startup_1746,AgriTech,Mumbai,2018,Grant,3603000,Angel Network,Closed,2181,0,1,0
IN1747,Startup_1747,FoodTech,Kolkata,2022,Series B,13919000,Tiger Global,Closed,2982,0,1,0
IN1748,Startup_1748,FoodTech,Hyderabad,2013,Pre-Seed,4127000,Blume Ventures,Closed,4604,0,3,0
IN1749,Startup_1749,SaaS,Chennai,2017,Series D+,37611000,Y Combinator,Closed,1543,0,5,0
IN1750,Startup_1750,HRTech,Mumbai,2014,Pre-Seed,690000,Government Grant,Closed,4131,0,5,0
IN1751,Startup_1751,E-Commerce,Kolkata,2016,Pre-Seed,2278000,Nexus Venture,Closed,209,0,1,0
IN1752,Startup_1752,LogisticsTech,Mumbai,2015,Grant,5958000,Blume Ventures,Closed,3131,0,3,0
IN1753,Startup_1753,HRTech,Ahmedabad,2022,Series D+,9647000,Nexus Venture,Active,1622,5593000,1,0
IN1754,Startup_1754,FoodTech,Pune,2012,Series A,995000,Sequoia Capital India,Closed,2676,0,9,0
IN1755,Startup_1755,FoodTech,Chennai,2012,Series D+,18845000,Sequoia Capital India,Acquired,3559,0,11,0
IN1756,Startup_1756,AgriTech,Kolkata,2012,Series D+,30445000,Bootstrapped,Closed,2319,0,6,0
IN1757,Startup_1757,HRTech,Noida,2010,Pre-Seed,2501000,Blume Ventures,Closed,525,0,2,0
IN1758,Startup_1758,HealthTech,Delhi NCR,2011,Series A,21381000,Government Grant,Merged,2953,0,6,0
IN1759,Startup_1759,AgriTech,Mumbai,2016,Series D+,19749000,SAIF Partners,Closed,511,0,5,0
IN1760,Startup_1760,LogisticsTech,Kolkata,2021,Series A,5551000,SoftBank,Closed,3676,0,1,0
IN1761,Startup_1761,EdTech,Pune,2013,Series B,54745000,Sequoia Capital India,Active,431,29134000,10,0
IN1762,Startup_1762,E-Commerce,Ahmedabad,2010,Pre-Seed,2590000,Tiger Global,Closed,1129,0,9,0
IN1763,Startup_1763,AgriTech,Chennai,2016,Bootstrapped,3064000,Blume Ventures,Active,194,1692000,7,0
IN1764,Startup_1764,LogisticsTech,Jaipur,2011,Pre-Seed,235000,SoftBank,Closed,4775,0,8,0
IN1765,Startup_1765,FinTech,Chennai,2021,Seed,44490000,500 Startups,Closed,1346,0,2,0
IN1766,Startup_1766,E-Commerce,Delhi NCR,2018,Pre-Seed,8197000,Nexus Venture,Acquired,2178,0,5,0
IN1767,Startup_1767,AgriTech,Jaipur,2016,Series A,30191000,Nexus Venture,Acquired,2742,0,2,0
IN1768,Startup_1768,AgriTech,Pune,2016,Seed,18121000,Blume Ventures,Closed,4944,0,6,0
IN1769,Startup_1769,TravelTech,Kolkata,2013,Series A,17497000,Accel Partners,Active,1686,3501000,10,0
IN1770,Startup_1770,HRTech,Pune,2023,Series B,28643000,Kalaari Capital,Acquired,3801,0,1,0
IN1771,Startup_1771,E-Commerce,Noida,2023,Series C,3010000,Sequoia Capital India,Closed,1774,0,1,0
IN1772,Startup_1772,AgriTech,Hyderabad,2017,Bootstrapped,1837000,Matrix Partners,Closed,4932,0,2,0
IN1773,Startup_1773,FoodTech,Ahmedabad,2018,Series C,33401000,SoftBank,Closed,638,0,5,0
IN1774,Startup_1774,EdTech,Bengaluru,2023,Pre-Seed,6860000,Nexus Venture,Closed,2,0,2,0
IN1775,Startup_1775,FoodTech,Kolkata,2021,Series A,18497000,Bootstrapped,Active,1564,14394000,2,0
IN1776,Startup_1776,AgriTech,Mumbai,2014,Bootstrapped,1197000,Sequoia Capital India,Closed,985,0,5,0
IN1777,Startup_1777,HealthTech,Pune,2017,Series B,57413000,Bootstrapped,Closed,250,0,4,0
IN1778,Startup_1778,HealthTech,Bengaluru,2011,Seed,41135000,500 Startups,Closed,4751,0,12,0
IN1779,Startup_1779,TravelTech,Pune,2014,Pre-Seed,2164000,Angel Network,Closed,1257,0,4,0
IN1780,Startup_1780,EdTech,Kolkata,2020,Bootstrapped,3989000,Y Combinator,Active,3817,1433000,3,0
IN1781,Startup_1781,FinTech,Noida,2010,Seed,105227000,Angel Network,Merged,2308,0,12,0
IN1782,Startup_1782,FoodTech,Hyderabad,2022,Series C,13707000,Y Combinator,Active,1542,3099000,1,0
IN1783,Startup_1783,FoodTech,Bengaluru,2020,Pre-Seed,4179000,Matrix Partners,Acquired,4580,0,3,0
IN1784,Startup_1784,FoodTech,Hyderabad,2021,Pre-Seed,456000,Kalaari Capital,Closed,3739,0,2,0
IN1785,Startup_1785,TravelTech,Delhi NCR,2015,Series D+,24380000,Kalaari Capital,Closed,2842,0,7,0
IN1786,Startup_1786,HealthTech,Noida,2016,Series D+,31465000,Nexus Venture,Closed,1211,0,7,0
IN1787,Startup_1787,FoodTech,Jaipur,2016,Series D+,4459000,Nexus Venture,Merged,1129,0,3,0
IN1788,Startup_1788,AgriTech,Ahmedabad,2017,Series A,13804000,500 Startups,Acquired,1190,0,5,0
IN1789,Startup_1789,AgriTech,Jaipur,2020,Series A,22990000,Y Combinator,Acquired,1688,0,3,0
IN1790,Startup_1790,LogisticsTech,Mumbai,2023,Bootstrapped,5943000,SAIF Partners,Acquired,345,0,1,0
IN1791,Startup_1791,HRTech,Bengaluru,2014,Series A,23972000,Government Grant,Closed,2745,0,8,0
IN1792,Startup_1792,EdTech,Chennai,2021,Series D+,31718000,Bootstrapped,Closed,3219,0,1,0
IN1793,Startup_1793,HRTech,Chennai,2021,Bootstrapped,3458000,SoftBank,Closed,3718,0,1,0
IN1794,Startup_1794,E-Commerce,Bengaluru,2022,Seed,100776000,Angel Network,Closed,2513,0,1,0
IN1795,Startup_1795,LogisticsTech,Pune,2023,Series B,5976000,Y Combinator,Closed,1566,0,1,0
IN1796,Startup_1796,FinTech,Bengaluru,2014,Seed,99405000,Bootstrapped,Closed,586,0,2,0
IN1797,Startup_1797,SaaS,Ahmedabad,2011,Bootstrapped,4636000,Sequoia Capital India,Merged,4897,0,5,0
IN1798,Startup_1798,AgriTech,Kolkata,2015,Series B,24808000,500 Startups,Closed,3921,0,1,0
IN1799,Startup_1799,FoodTech,Bengaluru,2017,Series D+,12901000,Blume Ventures,Closed,3145,0,5,0
IN1800,Startup_1800,EdTech,Kolkata,2021,Series D+,54851000,Sequoia Capital India,Merged,3114,0,1,0
IN1801,Startup_1801,FoodTech,Mumbai,2017,Series C,4286000,Angel Network,Closed,772,0,4,0
IN1802,Startup_1802,LogisticsTech,Chennai,2013,Grant,1873000,Government Grant,Active,3698,398000,10,0
IN1803,Startup_1803,LogisticsTech,Mumbai,2010,Series A,40580000,Sequoia Capital India,Closed,4149,0,8,0
IN1804,Startup_1804,EdTech,Jaipur,2012,Grant,4529000,Government Grant,Closed,4390,0,11,0
IN1805,Startup_1805,FinTech,Pune,2019,Seed,59186000,500 Startups,Closed,3702,0,3,0
IN1806,Startup_1806,HealthTech,Bengaluru,2014,Series D+,61907000,Y Combinator,Closed,631,0,4,0
IN1807,Startup_1807,FoodTech,Ahmedabad,2013,Pre-Seed,3726000,Bootstrapped,Closed,1448,0,7,0
IN1808,Startup_1808,FinTech,Pune,2012,Series B,82122000,Y Combinator,Closed,4043,0,4,0
IN1809,Startup_1809,FoodTech,Mumbai,2011,Series A,37057000,Elevation Capital,Closed,4612,0,1,0
IN1810,Startup_1810,FoodTech,Ahmedabad,2015,Bootstrapped,2633000,Angel Network,Active,3019,1385000,8,0
IN1811,Startup_1811,EdTech,Kolkata,2017,Pre-Seed,4467000,Matrix Partners,Closed,550,0,1,0
IN1812,Startup_1812,EdTech,Pune,2020,Series D+,40668000,SoftBank,Closed,1128,0,1,0
IN1813,Startup_1813,FinTech,Delhi NCR,2011,Series A,53809000,SAIF Partners,Closed,3060,0,9,0
IN1814,Startup_1814,SaaS,Ahmedabad,2011,Series A,8242000,Sequoia Capital India,Closed,1904,0,4,0
IN1815,Startup_1815,HealthTech,Pune,2012,Bootstrapped,568000,Government Grant,Active,101,76000,11,0
IN1816,Startup_1816,SaaS,Noida,2018,Pre-Seed,5683000,Kalaari Capital,Closed,1998,0,4,0
IN1817,Startup_1817,E-Commerce,Hyderabad,2020,Grant,2387000,Tiger Global,Closed,3179,0,3,0
IN1818,Startup_1818,TravelTech,Mumbai,2012,Series A,6629000,Government Grant,Acquired,559,0,8,0
IN1819,Startup_1819,TravelTech,Mumbai,2019,Series A,33928000,Y Combinator,Closed,2965,0,2,0
IN1820,Startup_1820,SaaS,Kolkata,2010,Bootstrapped,2254000,Matrix Partners,Active,228,438000,13,0
IN1821,Startup_1821,AgriTech,Kolkata,2017,Series B,5180000,Elevation Capital,Closed,4176,0,4,0
IN1822,Startup_1822,HealthTech,Hyderabad,2019,Series C,7032000,Elevation Capital,Closed,255,0,4,0
IN1823,Startup_1823,EdTech,Jaipur,2011,Series A,3388000,Nexus Venture,Closed,3223,0,5,0
IN1824,Startup_1824,FoodTech,Chennai,2014,Series D+,42791000,Blume Ventures,Acquired,4191,0,8,0
IN1825,Startup_1825,LogisticsTech,Noida,2021,Series A,5641000,Blume Ventures,Closed,2807,0,1,0
IN1826,Startup_1826,SaaS,Pune,2014,Series C,16065000,500 Startups,Closed,2657,0,4,0
IN1827,Startup_1827,HRTech,Hyderabad,2015,Series C,11791000,Bootstrapped,Closed,3373,0,5,0
IN1828,Startup_1828,SaaS,Noida,2016,Series B,62355000,Tiger Global,Closed,2418,0,2,0
IN1829,Startup_1829,AgriTech,Jaipur,2018,Series D+,18561000,SAIF Partners,Closed,1422,0,1,0
IN1830,Startup_1830,SaaS,Hyderabad,2013,Series D+,45376000,Blume Ventures,Closed,3073,0,4,0
IN1831,Startup_1831,LogisticsTech,Ahmedabad,2021,Series C,27653000,Kalaari Capital,Acquired,1200,0,2,0
IN1832,Startup_1832,HRTech,Mumbai,2014,Seed,28478000,Matrix Partners,Merged,28,0,2,0
IN1833,Startup_1833,E-Commerce,Pune,2017,Grant,6075000,Y Combinator,Acquired,2271,0,5,0
IN1834,Startup_1834,HRTech,Kolkata,2013,Series C,15027000,Blume Ventures,Active,4878,1969000,10,0
IN1835,Startup_1835,LogisticsTech,Kolkata,2015,Seed,7550000,Government Grant,Closed,448,0,1,0
IN1836,Startup_1836,EdTech,Pune,2011,Series C,7852000,Angel Network,Closed,3469,0,4,0
IN1837,Startup_1837,FinTech,Noida,2010,Pre-Seed,11723000,Angel Network,Active,2272,3085000,13,0
IN1838,Startup_1838,E-Commerce,Hyderabad,2013,Series C,39149000,SoftBank,Acquired,1244,0,1,0
IN1839,Startup_1839,TravelTech,Noida,2015,Series B,43491000,Matrix Partners,Closed,1666,0,1,0
IN1840,Startup_1840,HealthTech,Mumbai,2019,Series C,11473000,SoftBank,Acquired,3331,0,2,0
IN1841,Startup_1841,E-Commerce,Ahmedabad,2019,Series A,100972000,Nexus Venture,Acquired,881,0,1,0
IN1842,Startup_1842,E-Commerce,Pune,2016,Bootstrapped,2585000,Y Combinator,Closed,673,0,4,0
IN1843,Startup_1843,FoodTech,Ahmedabad,2012,Bootstrapped,3757000,Sequoia Capital India,Acquired,4436,0,5,0
IN1844,Startup_1844,E-Commerce,Ahmedabad,2016,Series D+,55094000,Elevation Capital,Closed,3179,0,7,0
IN1845,Startup_1845,FoodTech,Noida,2013,Series D+,4006000,Y Combinator,Closed,3095,0,3,0
IN1846,Startup_1846,LogisticsTech,Hyderabad,2013,Series D+,16594000,Angel Network,Closed,2383,0,4,0
IN1847,Startup_1847,LogisticsTech,Noida,2017,Pre-Seed,3389000,Bootstrapped,Closed,531,0,4,0
IN1848,Startup_1848,FinTech,Kolkata,2019,Series D+,2949000,Matrix Partners,Closed,3650,0,4,0
IN1849,Startup_1849,EdTech,Kolkata,2014,Series D+,29454000,Nexus Venture,Closed,3922,0,3,0
IN1850,Startup_1850,HealthTech,Hyderabad,2023,Series B,88131000,Kalaari Capital,Acquired,395,0,1,0
IN1851,Startup_1851,EdTech,Delhi NCR,2011,Pre-Seed,4212000,Nexus Venture,Closed,3713,0,3,0
IN1852,Startup_1852,SaaS,Delhi NCR,2023,Bootstrapped,6413000,SoftBank,Closed,3356,0,2,0
IN1853,Startup_1853,HealthTech,Jaipur,2011,Series B,55999000,Elevation Capital,Acquired,1443,0,5,0
IN1854,Startup_1854,TravelTech,Ahmedabad,2016,Series A,36367000,SoftBank,Closed,4938,0,6,0
IN1855,Startup_1855,EdTech,Mumbai,2022,Seed,62695000,SAIF Partners,Closed,1018,0,2,0
IN1856,Startup_1856,TravelTech,Chennai,2021,Series A,41954000,SoftBank,Closed,73,0,2,0
IN1857,Startup_1857,HealthTech,Pune,2018,Pre-Seed,8057000,Matrix Partners,Closed,1107,0,2,0
IN1858,Startup_1858,FinTech,Ahmedabad,2012,Series A,73272000,Kalaari Capital,Closed,4703,0,5,0
IN1859,Startup_1859,FoodTech,Hyderabad,2017,Series A,35714000,Tiger Global,Closed,4966,0,1,0
IN1860,Startup_1860,EdTech,Kolkata,2012,Pre-Seed,4241000,Blume Ventures,Closed,3237,0,9,0
IN1861,Startup_1861,TravelTech,Kolkata,2018,Grant,4245000,Kalaari Capital,Merged,4962,0,5,0
IN1862,Startup_1862,LogisticsTech,Pune,2018,Bootstrapped,5150000,Tiger Global,Closed,300,0,2,0
